city_std,city_clean,n_extreme_events,total_reports,total_affected_grids,baseline_value,baseline_total,stress_value,stress_total,mean_peak_rain,max_peak_rain,mean_tail_weight,max_tail_weight,metric,metric_label,unit,value_scale,baseline_ratio,stress_ratio,baseline_value_plot,stress_value_plot,gdp_per_capita,region,gdp_missing,city_label,baseline_rank_value,stress_rank_value,baseline_rank_ratio,stress_rank_ratio,emerging_value_flag,emerging_ratio_flag
南京,南京市,6,294.0,152,7992.309238314629,17655.35996425152,8425.43338352931,19039.880223714976,59.54927062988281,82.61363220214844,1.0877897107233996,1.5267382643403973,population_outside,Population outside historical hotspots,10^3 persons,1000.0,45.26845815943382,44.251504129921344,7.992309238314629,8.42543338352931,158991.0,华东,False,Nanjing,24.0,26.0,164.0,165.0,False,False
南充,南充市,1,22.0,12,1597.0387210845947,1611.8972034454346,1597.0387210845947,1611.8972034454346,51.04774856567384,51.04774856567384,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,99.07819913521286,99.07819913521286,1.5970387210845947,1.5970387210845947,42800.0,西南,False,Nanchong,67.0,75.0,37.0,37.0,False,False
南宁,南宁市,6,281.0,127,8291.127398164477,13580.06916134688,9571.97838476716,16778.629895607894,78.3320738474528,113.52899169921876,1.298562774275144,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,61.05364633755781,57.04862938345637,8.291127398164477,9.57197838476716,54015.0,华南,False,Nanning,23.0,20.0,135.0,145.0,False,False
南平,南平市,1,22.0,9,275.86001455783844,275.86001455783844,275.86001455783844,275.86001455783844,69.65949249267578,69.65949249267578,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.27586001455783843,0.27586001455783843,74902.0,华东,False,Nanping,150.0,152.0,16.0,18.0,False,False
南昌,南昌市,6,748.0,282,12376.017532497644,36614.92574778199,19350.92419844318,52562.40300301822,72.98107210795085,94.73480224609376,1.3825298171954765,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,33.80047147370589,36.815143701348696,12.376017532497645,19.350924198443177,91781.0,华东,False,Nanchang,13.0,10.0,173.0,173.0,True,False
南通,南通市,1,14.0,10,1251.6711893081665,1251.6711893081665,1609.8675746960807,1609.8675746960807,77.27294921875,77.27294921875,1.2861745068893846,1.2861745068893846,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,1.2516711893081665,1.6098675746960807,129835.0,华东,False,Nantong,82.0,72.0,4.0,3.0,False,False
南阳,南阳市,3,172.0,52,1765.8822157382965,2301.6724989414215,1765.8822157382965,2301.6724989414215,49.92011260986328,70.75160217285156,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,76.72169765900475,76.72169765900475,1.7658822157382965,1.7658822157382965,40389.0,华中,False,Nanyang,62.0,71.0,95.0,93.0,False,False
厦门,厦门市,7,368.0,112,5708.940559267998,40286.2703127861,5968.717923377076,41322.493611343896,48.129429408482146,88.93655395507812,1.1159350890271102,1.8115456231897722,population_outside,Population outside historical hotspots,10^3 persons,1000.0,14.170933459323207,14.444234608674575,5.708940559267997,5.968717923377076,123243.0,华东,False,Xiamen,31.0,32.0,176.0,176.0,False,False
台州,台州市,1,217.0,108,4478.054069757462,4585.068252801895,8956.108139514923,9170.13650560379,113.9600067138672,113.9600067138672,2.0,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,97.666028570479,97.666028570479,4.478054069757461,8.956108139514923,79377.0,华东,False,Taizhou,37.0,23.0,41.0,42.0,False,False
合肥,合肥市,3,240.0,79,4141.070959329605,6839.692100048065,4141.070959329605,6839.692100048065,66.79465993245442,68.9690933227539,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,60.54469848577693,60.54469848577693,4.141070959329605,4.141070959329605,107211.0,华东,False,Hefei,38.0,40.0,136.0,136.0,False,False
吉安,吉安市,1,26.0,15,171.90827526524663,171.90827526524663,171.90827526524663,171.90827526524663,51.74658203125,51.74658203125,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.17190827526524663,0.17190827526524663,48535.0,华东,False,Jian,162.0,163.0,23.0,24.0,False,False
吉林,吉林市,2,47.0,23,749.885039811954,911.3704600390047,749.885039811954,911.3704600390047,37.55934143066406,40.41184997558594,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,82.28103418886987,82.28103418886987,0.749885039811954,0.749885039811954,20079.0,东北,False,Jilin,111.0,115.0,80.0,80.0,False,False
周口,周口市,1,19.0,16,846.8609070777893,932.1706280708312,1606.9459989451643,1768.8239575038353,90.84552001953124,90.84552001953124,1.8975323875678165,1.8975323875678165,population_outside,Population outside historical hotspots,10^3 persons,1000.0,90.84827193390612,90.84827193390612,0.8468609070777893,1.6069459989451642,36221.0,华中,False,Zhoukou,102.0,73.0,62.0,61.0,False,False
呼伦贝尔,呼伦贝尔市,1,1.0,1,9.46131992340088,9.46131992340088,9.46131992340088,9.46131992340088,53.30622100830078,53.30622100830078,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.009461319923400881,0.009461319923400881,52330.0,华北,False,Hulunbeier,176.0,177.0,31.0,32.0,False,False
呼和浩特,呼和浩特市,3,104.0,72,5772.695360437036,6265.1659494787455,5772.695360437036,6265.1659494787455,45.678393046061196,49.11623764038086,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,92.13954437898516,92.13954437898516,5.7726953604370355,5.7726953604370355,81179.0,华北,False,Huhehaote,30.0,33.0,57.0,57.0,False,False
咸宁,咸宁市,2,83.0,33,1558.4798014760015,1567.6714108586311,1573.5434554321555,1582.8003538874555,51.923038482666016,71.56754302978516,1.014591145843088,1.0291822916861764,population_outside,Population outside historical hotspots,10^3 persons,1000.0,99.41367755264508,99.41515691271078,1.5584798014760015,1.5735434554321555,56890.0,华中,False,Xianning,69.0,77.0,34.0,34.0,False,False
咸阳,咸阳市,2,31.0,19,389.5959801673889,541.0715432167053,389.5959801673889,541.0715432167053,40.37395095825195,47.83387756347656,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,72.0045223319666,72.0045223319666,0.3895959801673889,0.3895959801673889,55677.0,西北,False,Xianyang,137.0,140.0,114.0,114.0,False,False
哈尔滨,哈尔滨市,2,53.0,43,3372.0723066329956,4094.318450927735,4004.100218772888,4884.5439376831055,82.74348831176758,98.58970642089844,1.5,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,82.35979558133577,81.97490430748711,3.3720723066329956,4.004100218772888,51786.0,东北,False,Haerbin,43.0,42.0,79.0,81.0,False,False
唐山,唐山市,2,27.0,27,1145.8613584041595,1468.4509298801422,2242.314557484071,2887.4937004360363,92.31704330444336,93.4897689819336,1.9554956584780514,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,78.03198153156448,77.65608483043486,1.1458613584041595,2.242314557484071,93405.0,华北,False,Tangshan,83.0,63.0,89.0,88.0,False,False
商丘,商丘市,4,330.0,101,1735.5171755850313,3164.9408537447453,1767.9244831390754,3233.392521951436,62.73172378540039,73.09719848632812,1.0245208821832663,1.098083528733065,population_outside,Population outside historical hotspots,10^3 persons,1000.0,54.83569064273585,54.67707589278666,1.7355171755850314,1.7679244831390755,37408.0,华中,False,Shangqiu,63.0,70.0,151.0,151.0,False,False
嘉兴,嘉兴市,2,16.0,11,436.0984926223755,436.0984926223755,436.0984926223755,436.0984926223755,57.63397789001465,59.53095626831056,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.4360984926223755,0.4360984926223755,101839.0,华东,False,Jiaxing,133.0,135.0,8.0,9.0,False,False
大庆,大庆市,1,12.0,10,184.4845553636551,184.4845553636551,184.4845553636551,184.4845553636551,51.94760894775391,51.94760894775391,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.1844845553636551,0.1844845553636551,82773.0,东北,False,Daqing,160.0,161.0,21.0,22.0,False,False
大连,大连市,3,597.0,235,10629.940152943134,18972.504129230976,15616.35354917038,26499.383513947756,69.01069895426433,86.8176040649414,1.2387001415666488,1.7161004246999463,population_outside,Population outside historical hotspots,10^3 persons,1000.0,56.028134612792435,58.93100698342973,10.629940152943135,15.61635354917038,94368.0,东北,False,Dalian,18.0,14.0,146.0,140.0,False,False
天津,天津,5,1087.0,411,34913.47354114149,54180.52302444074,60731.39284294176,93282.4969927112,78.76815490722656,93.4897689819336,1.4628955661102894,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,64.4391592997212,65.10481044229243,34.913473541141485,60.73139284294176,101541.0,华北,False,Tianjin,5.0,2.0,129.0,128.0,False,False
太原,太原市,4,631.0,237,17701.039090514183,25636.35275876522,17701.039090514183,25636.35275876522,32.626954078674316,44.09000015258789,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,69.0466356781664,69.0466356781664,17.701039090514183,17.701039090514183,78069.0,华北,False,Taiyuan,11.0,12.0,122.0,122.0,False,False
威海,威海市,1,32.0,20,1464.212674617767,1905.3496680259705,1464.212674617767,1905.3496680259705,61.84230041503906,61.84230041503906,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,76.8474521600415,76.8474521600415,1.464212674617767,1.464212674617767,103704.0,华东,False,Weihai,72.0,80.0,94.0,92.0,False,False
孝感,孝感市,2,99.0,34,1455.1945641040802,2930.8265221118927,1606.210137266633,3321.0363476233424,68.45417594909668,78.00809478759766,1.1596440665775063,1.3192881331550126,population_outside,Population outside historical hotspots,10^3 persons,1000.0,49.65133736593516,48.364726222165466,1.4551945641040802,1.6062101372666329,52984.0,华中,False,Xiaogan,73.0,74.0,159.0,160.0,False,False
宁德,宁德市,2,30.0,13,369.4612965583801,630.1681771278381,369.4612965583801,630.1681771278381,47.431650161743164,55.36602783203125,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,58.62899936367779,58.62899936367779,0.3694612965583801,0.3694612965583801,83142.0,华东,False,Ningde,138.0,141.0,138.0,141.0,False,False
宁波,宁波市,5,872.0,358,12034.514540195465,21184.350751519203,15308.537867094617,26923.51140758337,67.78364334106445,84.60758972167967,1.2090412224215918,1.616553352520543,population_outside,Population outside historical hotspots,10^3 persons,1000.0,56.808512478639116,56.85936591013445,12.034514540195465,15.308537867094618,131726.0,华东,False,Ningbo,15.0,15.0,143.0,146.0,False,False
安庆,安庆市,2,104.0,42,1100.6146910339594,1440.5653112083673,1281.7940527258493,1700.5474667684286,75.10396575927734,78.83638000488281,1.188475614728627,1.3565971074436256,population_outside,Population outside historical hotspots,10^3 persons,1000.0,76.40158224487216,75.37537632875714,1.1006146910339594,1.2817940527258493,59176.0,华东,False,Anqing,86.0,89.0,98.0,101.0,False,False
安阳,安阳市,2,343.0,158,5254.677011907101,7194.442921578884,5254.677011907101,7194.442921578884,48.63548278808594,64.88201904296875,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,73.03799709281613,73.03799709281613,5.2546770119071,5.2546770119071,41979.0,华中,False,Anyang,34.0,35.0,111.0,110.0,False,False
安顺,安顺市,1,1.0,1,12.42518711090088,12.42518711090088,12.42518711090088,12.42518711090088,70.3630142211914,70.3630142211914,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.012425187110900881,0.012425187110900881,39139.0,西南,False,Anshun,175.0,176.0,30.0,31.0,False,False
宜宾,宜宾市,2,82.0,15,1000.7514183521271,1070.914962053299,1000.7514183521271,1070.914962053299,51.94028854370117,56.21794891357422,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,93.44826188938055,93.44826188938055,1.000751418352127,1.000751418352127,61048.0,西南,False,Yibin,92.0,98.0,50.0,51.0,False,False
宜昌,宜昌市,2,240.0,51,2792.4296268224716,3889.4615539312363,3749.9403628996224,5282.484067959422,62.96310234069824,80.45974731445312,1.2148597333431572,1.4297194666863144,population_outside,Population outside historical hotspots,10^3 persons,1000.0,71.79476099975972,70.98820014706058,2.7924296268224715,3.7499403628996224,106802.0,华中,False,Yichang,47.0,44.0,115.0,117.0,False,False
宜春,宜春市,1,46.0,4,17.903741359710693,233.30881643295288,25.188110031475862,328.2335251363116,79.95231628417967,79.95231628417967,1.4068629302340903,1.4068629302340903,population_outside,Population outside historical hotspots,10^3 persons,1000.0,7.673838320145858,7.673838320145856,0.017903741359710693,0.025188110031475863,55686.0,华东,False,Yichun,174.0,172.0,177.0,177.0,False,False
宝鸡,宝鸡市,3,40.0,26,930.0200996398926,1491.5848994255066,930.0200996398926,1491.5848994255066,44.44083023071289,54.84000015258789,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,62.35113401845888,62.35113401845888,0.9300200996398926,0.9300200996398926,68582.0,西北,False,Baoji,97.0,104.0,131.0,132.0,False,False
宣城,宣城市,2,18.0,8,231.86983108520508,449.2765693664551,231.86983108520508,449.2765693664551,60.74458312988281,61.32528305053711,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,51.60959793923263,51.60959793923263,0.2318698310852051,0.2318698310852051,64300.0,华东,False,Xuancheng,156.0,158.0,157.0,157.0,False,False
岳阳,岳阳市,2,79.0,31,1516.2916955947876,2713.8119235038757,2958.8850512504578,4693.954071521759,81.15538597106934,103.49646759033205,1.5,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,55.873131165149516,63.036088682716915,1.5162916955947876,2.9588850512504576,79238.0,华中,False,Yueyang,70.0,52.0,147.0,130.0,False,False
崇左,崇左市,1,10.0,4,71.65605379641056,71.65605379641056,78.20197777366319,78.20197777366319,72.94775390625,72.94775390625,1.0913520021050969,1.0913520021050969,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.07165605379641056,0.0782019777736632,38708.0,华南,False,Chongzuo,168.0,168.0,27.0,27.0,False,False
巴中,巴中市,1,10.0,4,114.8636245727539,114.8636245727539,114.8636245727539,114.8636245727539,64.32393646240234,64.32393646240234,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.11486362457275391,0.11486362457275391,28302.0,西南,False,Bazhong,165.0,165.0,26.0,26.0,False,False
常州,常州市,2,33.0,25,1032.0799509584904,1095.765650421381,1032.0799509584904,1095.765650421381,58.64192008972168,65.37018585205078,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,94.18801826481784,94.18801826481784,1.0320799509584904,1.0320799509584904,147828.0,华东,False,Changzhou,89.0,96.0,49.0,48.0,False,False
平顶山,平顶山市,2,18.0,11,430.4052724838257,430.4052724838257,430.4052724838257,430.4052724838257,50.464420318603516,53.93280029296874,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.4304052724838257,0.4304052724838257,49215.0,华中,False,Pingdingshan,134.0,136.0,9.0,10.0,False,False
广元,广元市,2,12.0,5,26.66439729928971,31.546332895755775,26.66439729928971,31.546332895755775,53.69725036621094,54.42211532592773,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,84.52455436706914,84.52455436706914,0.02666439729928971,0.02666439729928971,43636.0,西南,False,Guangyuan,170.0,170.0,74.0,74.0,False,False
广安,广安市,2,18.0,6,229.28780126571655,229.28780126571655,397.82971811294556,397.82971811294556,79.96369934082031,93.12347412109376,1.5,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.22928780126571655,0.39782971811294554,40048.0,西南,False,Guangan,157.0,139.0,19.0,12.0,False,False
广州,广州市,6,917.0,362,43072.42375028134,61198.70376718044,50365.25345580571,70744.27380459232,65.2979081471761,90.1312484741211,1.1442265005210792,1.8653590031264755,population_outside,Population outside historical hotspots,10^3 persons,1000.0,70.3812680643412,71.19339947558593,43.07242375028134,50.36525345580571,133506.0,华南,False,Guangzhou,3.0,4.0,120.0,116.0,False,False
庆阳,庆阳市,1,3.0,3,53.51657295227052,242.5778369903565,53.51657295227052,242.5778369903565,50.959999084472656,50.959999084472656,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,22.061608602107384,22.061608602107384,0.053516572952270525,0.053516572952270525,34620.0,西北,False,Qingyang,169.0,169.0,175.0,175.0,False,False
廊坊,廊坊市,2,160.0,48,1365.7202418744564,1925.2267548143864,1365.7202418744564,1925.2267548143864,68.9351921081543,70.259033203125,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,70.93814993268818,70.93814993268818,1.3657202418744565,1.3657202418744565,60129.0,华北,False,Langfang,77.0,83.0,117.0,118.0,False,False
延安,延安市,1,4.0,4,257.36172914505005,257.36172914505005,257.36172914505005,257.36172914505005,55.77000045776368,55.77000045776368,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.25736172914505007,0.25736172914505007,70240.0,西北,False,Yanan,153.0,156.0,17.0,20.0,False,False
开封,开封市,2,181.0,34,876.765154838562,2201.6763772964478,1236.1831336484906,3079.918865226128,82.93410110473633,86.25491333007812,1.5411733475670917,1.6907547904650815,population_outside,Population outside historical hotspots,10^3 persons,1000.0,39.82261716025619,40.1368733314905,0.876765154838562,1.2361831336484905,49106.0,华中,False,Kaifeng,100.0,90.0,169.0,170.0,False,False
张家界,张家界市,1,8.0,5,192.27002692222595,192.27002692222595,192.27002692222595,192.27002692222595,63.89422225952149,63.89422225952149,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.19227002692222595,0.19227002692222595,36623.0,华中,False,Zhangjiajie,159.0,160.0,20.0,21.0,False,False
徐州,徐州市,2,36.0,27,1350.7488283514977,1772.6253622174263,1350.7488283514977,1772.6253622174263,49.87173271179199,54.0761833190918,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,76.20046836415611,76.20046836415611,1.3507488283514977,1.3507488283514977,80614.0,华东,False,Xuzhou,78.0,84.0,99.0,97.0,False,False
德州,德州市,2,28.0,17,805.1651228666306,975.2778548002243,805.1651228666306,975.2778548002243,54.99170112609863,62.88340377807618,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,82.55751106248181,82.55751106248181,0.8051651228666306,0.8051651228666306,54883.0,华东,False,Dezhou,106.0,111.0,78.0,78.0,False,False
德阳,德阳市,3,303.0,94,3524.152467906475,4388.930569827557,3524.152467906475,4388.930569827557,58.2171262105306,61.682899475097656,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,80.29638226983711,80.29638226983711,3.524152467906475,3.524152467906475,69483.0,西南,False,Deyang,42.0,46.0,83.0,83.0,False,False
怀化,怀化市,2,27.0,22,1000.1655386090277,1006.2664301991462,1000.1655386090277,1006.2664301991462,52.20021057128906,62.18960571289063,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,99.39371011423773,99.39371011423773,1.0001655386090278,1.0001655386090278,36503.0,华中,False,Huaihua,93.0,99.0,35.0,35.0,False,False
恩施土家族苗族,恩施土家族苗族自治州,1,214.0,14,314.08033895492554,314.08033895492554,314.08033895492554,314.08033895492554,51.69566345214844,51.69566345214844,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.31408033895492554,0.31408033895492554,63609.0,,True,Enshitujiazu,145.0,148.0,13.0,15.0,False,False
惠州,惠州市,3,210.0,91,5367.90494120121,7191.200617432594,7976.950234567394,10591.542593127717,81.8773676554362,102.26459503173828,1.3947102588344384,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,74.64546223600784,75.31433843964531,5.36790494120121,7.9769502345673935,69666.0,华南,False,Huizhou,33.0,28.0,103.0,102.0,False,False
成都,成都市,5,2813.0,665,37906.3682513237,52298.89126467705,37906.3682513237,52298.89126467705,61.929589080810544,67.71067810058594,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,72.48025213285136,72.48025213285136,37.9063682513237,37.9063682513237,84566.0,西南,False,Chengdu,4.0,5.0,112.0,112.0,False,False
扬州,扬州市,2,35.0,17,404.8603638410568,733.270023226738,404.8603638410568,733.270023226738,53.600589752197266,56.54750061035156,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,55.21299807940846,55.21299807940846,0.40486036384105684,0.40486036384105684,132638.0,华东,False,Yangzhou,136.0,138.0,149.0,149.0,False,False
抚州,抚州市,1,15.0,8,204.410231590271,531.7251653671265,204.410231590271,531.7251653671265,53.88334274291992,53.88334274291992,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,38.44283567980785,38.44283567980785,0.204410231590271,0.204410231590271,43439.0,华东,False,Fuzhou,158.0,159.0,171.0,171.0,False,False
揭阳,揭阳市,1,16.0,16,834.2888660430908,908.655595779419,998.4909512589273,1087.4943045802056,75.28914642333984,75.28914642333984,1.1968168243627928,1.1968168243627928,population_outside,Population outside historical hotspots,10^3 persons,1000.0,91.81574074030343,91.81574074030343,0.8342888660430908,0.9984909512589273,37672.0,华南,False,Jieyang,103.0,100.0,60.0,59.0,False,False
新乡,新乡市,3,2519.0,304,9288.363207183778,11618.806150399148,11159.027936770613,14150.341170541484,76.96704228719075,97.36841583251952,1.3792900867227604,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,79.94249225738815,78.86048684113527,9.288363207183778,11.159027936770613,48154.0,华中,False,Xinxiang,20.0,19.0,84.0,85.0,False,False
无锡,无锡市,3,116.0,55,2021.5274257063866,2564.9049831032753,2246.004020393563,2863.657242571176,61.2757199605306,74.61311340332033,1.0554552806589201,1.16636584197676,population_outside,Population outside historical hotspots,10^3 persons,1000.0,78.8149049973985,78.43131457928799,2.0215274257063864,2.2460040203935634,165824.0,华东,False,Wuxi,59.0,62.0,87.0,86.0,False,False
昆明,昆明市,7,2929.0,441,22908.477493405342,41718.16733944416,22908.477493405342,41718.16733944416,35.88743509565081,53.49245834350586,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,54.912473280545036,54.912473280545036,22.908477493405343,22.908477493405343,79595.0,西南,False,Kunming,7.0,8.0,150.0,150.0,False,False
晋城,晋城市,1,24.0,13,580.4211378097534,612.6103734970093,687.2634160742016,725.3779550496795,75.00631713867188,75.00631713867188,1.1840771662238605,1.1840771662238605,population_outside,Population outside historical hotspots,10^3 persons,1000.0,94.74556144005403,94.74556144005403,0.5804211378097535,0.6872634160742016,65100.0,华北,False,Jincheng,121.0,120.0,48.0,47.0,False,False
景德镇,景德镇市,3,340.0,79,1402.9836738426238,3674.6434448082,1405.6277563264125,3704.3933161804707,65.74795405069987,71.86345672607422,1.014170439747825,1.0425113192434752,population_outside,Population outside historical hotspots,10^3 persons,1000.0,38.180130804931835,37.94488425909721,1.4029836738426238,1.4056277563264126,59082.0,华东,False,Jingdezhen,75.0,82.0,172.0,172.0,False,False
杭州,杭州市,7,385.0,173,11428.51358783245,15316.115864634514,13832.109114246656,19217.5853582672,73.53802163260323,154.96066284179688,1.1903756965672714,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,74.61757072640928,71.97631157285966,11.428513587832452,13.832109114246656,134551.0,华东,False,Hangzhou,16.0,17.0,104.0,115.0,False,False
枣庄,枣庄市,2,32.0,17,268.82106590270996,647.0872859954834,268.82106590270996,647.0872859954834,47.881330490112305,49.867305755615234,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,41.543246439953435,41.543246439953435,0.26882106590271,0.26882106590271,44902.0,华东,False,Zaozhuang,151.0,153.0,167.0,168.0,False,False
柳州,柳州市,3,163.0,43,2419.6622762680054,3069.0780096054077,3164.12806606656,4085.3190653080774,82.2008794148763,91.804931640625,1.5081463797980614,1.940747771298685,population_outside,Population outside historical hotspots,10^3 persons,1000.0,78.84003823607931,77.4511859535248,2.4196622762680056,3.16412806606656,76367.0,华南,False,Liuzhou,53.0,50.0,86.0,89.0,False,False
株洲,株洲市,3,163.0,58,2136.6830637454987,2900.106799840927,3395.001335560989,4625.787488289545,70.77059809366862,85.81729888916016,1.4146455562674192,1.6710430467519093,population_outside,Population outside historical hotspots,10^3 persons,1000.0,73.67601303037175,73.39293783286924,2.1366830637454988,3.395001335560989,79635.0,华中,False,Zhuzhou,57.0,49.0,108.0,109.0,False,False
桂林,桂林市,3,287.0,83,2384.5346167087555,4231.53746676445,2385.5902826395677,4233.5026273194735,68.37057240804036,71.01178741455078,1.001383013475276,1.0041490404258278,population_outside,Population outside historical hotspots,10^3 persons,1000.0,56.35149482752983,56.35027287440357,2.3845346167087556,2.385590282639568,43213.0,华南,False,Guilin,54.0,60.0,145.0,147.0,False,False
梅州,梅州市,2,38.0,6,306.6373863220215,306.6373863220215,306.6373863220215,306.6373863220215,64.90172004699707,68.54344177246094,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.3066373863220215,0.3066373863220215,31213.0,华南,False,Meizhou,147.0,150.0,15.0,17.0,False,False
梧州,梧州市,1,9.0,4,176.36040687561035,176.36040687561035,176.36040687561035,176.36040687561035,62.07012939453125,62.07012939453125,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.17636040687561036,0.17636040687561036,38345.0,华南,False,Wuzhou,161.0,162.0,22.0,23.0,False,False
榆林,榆林市,2,38.0,27,715.3494907766581,728.7816282659769,715.3494907766581,728.7816282659769,48.19119644165039,53.579872131347656,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,98.15690503597374,98.15690503597374,0.7153494907766581,0.7153494907766581,112662.0,西北,False,Yulin,112.0,116.0,39.0,39.0,False,False
武汉,武汉市,5,688.0,280,18012.618820533156,28817.72184215486,21582.171363040106,34414.20033534912,63.97886276245117,80.79363250732422,1.1063203529673307,1.4447588683516077,population_outside,Population outside historical hotspots,10^3 persons,1000.0,62.50535319618539,62.712982294322316,18.012618820533156,21.582171363040107,126650.0,华中,False,Wuhan,10.0,9.0,130.0,131.0,False,False
永州,永州市,1,16.0,11,429.4190899133682,429.4190899133682,429.4190899133682,429.4190899133682,51.28487777709961,51.28487777709961,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,100.0,100.0,0.42941908991336825,0.42941908991336825,39722.0,华中,False,Yongzhou,135.0,137.0,10.0,11.0,False,False
汕头,汕头市,3,752.0,130,8844.4279255867,9855.677334308624,8844.4279255867,9855.677334308624,43.58767954508463,55.36534881591797,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,89.73942252348644,89.73942252348644,8.8444279255867,8.8444279255867,49646.0,华南,False,Shantou,21.0,25.0,65.0,64.0,False,False
江门,江门市,2,44.0,29,620.4813060164452,722.2440375685692,762.2229777248872,863.9857092770113,73.62593460083008,84.11186981201172,1.2971121637359655,1.594224327471931,population_outside,Population outside historical hotspots,10^3 persons,1000.0,85.91020122579236,88.22171125523826,0.6204813060164451,0.7622229777248872,66686.0,华南,False,Jiangmen,117.0,114.0,70.0,69.0,False,False
池州,池州市,3,46.0,25,361.6517459899187,387.3982936888933,361.6517459899187,387.3982936888933,62.51092274983724,66.32328033447266,1.0,1.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,93.35398526054149,93.35398526054149,0.3616517459899187,0.3616517459899187,65029.0,华东,False,Chizhou,139.0,142.0,51.0,52.0,False,False
沧州,沧州市,2,105.0,9,90.36340594291688,122.63986563682556,113.26593992707654,161.35394131427276,90.9412841796875,105.33614349365234,1.6267246057470839,2.0,population_outside,Population outside historical hotspots,10^3 persons,1000.0,73.68191857818141,70.19719444377618,0.09036340594291689,0.11326593992707655,50684.0,华北,False,Cangzhou,166.0,166.0,107.0,120.0,False,False
